core: id,core: location,core: agg,core: type,core: year,Age: Age_Bracket,Age: Numerical_Bracket,Population: Males,Population: Females,Population: Total
6,Guadalcanal,Province,Total,2020,45-49,45,"3,831","3,792","7,623"
6,Guadalcanal,Province,Total,2020,50-54,50,"2,767","2,640","5,407"
6,Guadalcanal,Province,Total,2020,55-59,55,"2,055","1,975","4,030"
6,Guadalcanal,Province,Total,2020,60-64,60,"1,410","1,189","2,599"
6,Guadalcanal,Province,Total,2020,65-69,65,964,990,"1,954"
6,Guadalcanal,Province,Total,2020,70-74,70,622,660,"1,282"
6,Guadalcanal,Province,Total,2020,75-79,75,453,459,912
6,Guadalcanal,Province,Total,2020,80+,80,378,344,722
6,Guadalcanal,Province,Total,2021,0-4,0,"10,869","10,162","21,030"
6,Guadalcanal,Province,Total,2021,5-9,5,"9,922","9,363","19,285"
6,Guadalcanal,Province,Total,2021,10-14,10,"8,727","8,269","16,996"
6,Guadalcanal,Province,Total,2021,15-19,15,"7,925","7,549","15,474"
6,Guadalcanal,Province,Total,2021,20-24,20,"7,137","6,940","14,077"
6,Guadalcanal,Province,Total,2021,25-29,25,"6,686","6,622","13,307"
6,Guadalcanal,Province,Total,2021,30-34,30,"6,839","6,501","13,341"
6,Guadalcanal,Province,Total,2021,35-39,35,"6,117","5,800","11,918"
6,Guadalcanal,Province,Total,2021,40-44,40,"4,861","4,836","9,697"
6,Guadalcanal,Province,Total,2021,45-49,45,"4,008","4,000","8,008"
6,Guadalcanal,Province,Total,2021,50-54,50,"2,995","2,882","5,877"
6,Guadalcanal,Province,Total,2021,55-59,55,"2,165","2,080","4,245"
6,Guadalcanal,Province,Total,2021,60-64,60,"1,523","1,339","2,862"
6,Guadalcanal,Province,Total,2021,65-69,65,"1,018",987,"2,005"
6,Guadalcanal,Province,Total,2021,70-74,70,663,722,"1,385"
6,Guadalcanal,Province,Total,2021,75-79,75,454,465,918
6,Guadalcanal,Province,Total,2021,80+,80,398,373,772
6,Guadalcanal,Province,Total,2022,0-4,0,"11,058","10,335","21,393"
6,Guadalcanal,Province,Total,2022,5-9,5,"10,155","9,578","19,733"
6,Guadalcanal,Province,Total,2022,10-14,10,"8,958","8,497","17,454"
6,Guadalcanal,Province,Total,2022,15-19,15,"8,160","7,769","15,929"
6,Guadalcanal,Province,Total,2022,20-24,20,"7,426","7,219","14,645"
6,Guadalcanal,Province,Total,2022,25-29,25,"6,901","6,837","13,738"
6,Guadalcanal,Province,Total,2022,30-34,30,"6,884","6,645","13,529"
6,Guadalcanal,Province,Total,2022,35-39,35,"6,476","6,091","12,567"
6,Guadalcanal,Province,Total,2022,40-44,40,"5,116","5,054","10,170"
6,Guadalcanal,Province,Total,2022,45-49,45,"4,176","4,199","8,375"
6,Guadalcanal,Province,Total,2022,50-54,50,"3,237","3,144","6,382"
6,Guadalcanal,Province,Total,2022,55-59,55,"2,280","2,181","4,461"
6,Guadalcanal,Province,Total,2022,60-64,60,"1,644","1,513","3,158"
6,Guadalcanal,Province,Total,2022,65-69,65,"1,076",981,"2,057"
6,Guadalcanal,Province,Total,2022,70-74,70,712,789,"1,500"
6,Guadalcanal,Province,Total,2022,75-79,75,455,469,924
6,Guadalcanal,Province,Total,2022,80+,80,418,405,823
6,Guadalcanal,Province,Total,2023,0-4,0,"11,241","10,504","21,745"
6,Guadalcanal,Province,Total,2023,5-9,5,"10,377","9,782","20,158"
6,Guadalcanal,Province,Total,2023,10-14,10,"9,208","8,738","17,946"
6,Guadalcanal,Province,Total,2023,15-19,15,"8,370","7,972","16,342"
6,Guadalcanal,Province,Total,2023,20-24,20,"7,717","7,498","15,215"
6,Guadalcanal,Province,Total,2023,25-29,25,"7,135","7,062","14,197"
6,Guadalcanal,Province,Total,2023,30-34,30,"6,932","6,790","13,723"
6,Guadalcanal,Province,Total,2023,35-39,35,"6,793","6,366","13,159"
6,Guadalcanal,Province,Total,2023,40-44,40,"5,396","5,287","10,683"
6,Guadalcanal,Province,Total,2023,45-49,45,"4,353","4,396","8,749"
6,Guadalcanal,Province,Total,2023,50-54,50,"3,474","3,405","6,879"
6,Guadalcanal,Province,Total,2023,55-59,55,"2,412","2,303","4,715"
6,Guadalcanal,Province,Total,2023,60-64,60,"1,765","1,685","3,450"
6,Guadalcanal,Province,Total,2023,65-69,65,"1,143",997,"2,140"
6,Guadalcanal,Province,Total,2023,70-74,70,762,846,"1,608"
6,Guadalcanal,Province,Total,2023,75-79,75,461,480,941
6,Guadalcanal,Province,Total,2023,80+,80,436,434,870
6,Guadalcanal,Province,Total,2024,0-4,0,"11,420","10,667","22,087"
6,Guadalcanal,Province,Total,2024,5-9,5,"10,587","9,974","20,561"
6,Guadalcanal,Province,Total,2024,10-14,10,"9,489","8,996","18,484"
6,Guadalcanal,Province,Total,2024,15-19,15,"8,546","8,155","16,701"
6,Guadalcanal,Province,Total,2024,20-24,20,"8,000","7,766","15,766"
6,Guadalcanal,Province,Total,2024,25-29,25,"7,377","7,291","14,668"
6,Guadalcanal,Province,Total,2024,30-34,30,"7,021","6,955","13,976"
6,Guadalcanal,Province,Total,2024,35-39,35,"7,047","6,614","13,660"
6,Guadalcanal,Province,Total,2024,40-44,40,"5,701","5,539","11,240"
6,Guadalcanal,Province,Total,2024,45-49,45,"4,549","4,598","9,147"
6,Guadalcanal,Province,Total,2024,50-54,50,"3,691","3,646","7,337"
6,Guadalcanal,Province,Total,2024,55-59,55,"2,571","2,461","5,032"
6,Guadalcanal,Province,Total,2024,60-64,60,"1,880","1,837","3,717"
6,Guadalcanal,Province,Total,2024,65-69,65,"1,221","1,051","2,273"
6,Guadalcanal,Province,Total,2024,70-74,70,812,885,"1,697"
6,Guadalcanal,Province,Total,2024,75-79,75,476,504,980
6,Guadalcanal,Province,Total,2024,80+,80,452,460,912
6,Guadalcanal,Province,Total,2025,0-4,0,"11,594","10,825","22,419"
6,Guadalcanal,Province,Total,2025,5-9,5,"10,789","10,159","20,948"
6,Guadalcanal,Province,Total,2025,10-14,10,"9,749","9,236","18,986"
6,Guadalcanal,Province,Total,2025,15-19,15,"8,745","8,357","17,102"
6,Guadalcanal,Province,Total,2025,20-24,20,"8,270","8,020","16,290"
6,Guadalcanal,Province,Total,2025,25-29,25,"7,631","7,535","15,166"
6,Guadalcanal,Province,Total,2025,30-34,30,"7,160","7,141","14,301"
6,Guadalcanal,Province,Total,2025,35-39,35,"7,215","6,821","14,036"
6,Guadalcanal,Province,Total,2025,40-44,40,"6,037","5,812","11,849"
6,Guadalcanal,Province,Total,2025,45-49,45,"4,765","4,804","9,569"
6,Guadalcanal,Province,Total,2025,50-54,50,"3,882","3,867","7,749"
6,Guadalcanal,Province,Total,2025,55-59,55,"2,762","2,663","5,425"
6,Guadalcanal,Province,Total,2025,60-64,60,"1,988","1,959","3,947"
6,Guadalcanal,Province,Total,2025,65-69,65,"1,313","1,153","2,466"
6,Guadalcanal,Province,Total,2025,70-74,70,859,900,"1,760"
6,Guadalcanal,Province,Total,2025,75-79,75,500,544,"1,044"
6,Guadalcanal,Province,Total,2025,80+,80,464,483,947
7,Malaita,Province,Total,2010,0-4,0,"11,387","10,854","22,242"
7,Malaita,Province,Total,2010,5-9,5,"11,194","10,494","21,688"
7,Malaita,Province,Total,2010,10-14,10,"9,756","8,897","18,652"
7,Malaita,Province,Total,2010,15-19,15,"7,837","7,086","14,923"
7,Malaita,Province,Total,2010,20-24,20,"6,164","6,127","12,290"
7,Malaita,Province,Total,2010,25-29,25,"5,353","5,414","10,767"
7,Malaita,Province,Total,2010,30-34,30,"4,607","4,956","9,563"
7,Malaita,Province,Total,2010,35-39,35,"3,938","4,219","8,157"
7,Malaita,Province,Total,2010,40-44,40,"2,908","3,263","6,171"
7,Malaita,Province,Total,2010,45-49,45,"2,429","2,712","5,141"
7,Malaita,Province,Total,2010,50-54,50,"1,929","2,177","4,105"
7,Malaita,Province,Total,2010,55-59,55,"1,657","1,820","3,477"
7,Malaita,Province,Total,2010,60-64,60,"1,422","1,632","3,054"
7,Malaita,Province,Total,2010,65-69,65,"1,192","1,156","2,348"
7,Malaita,Province,Total,2010,70-74,70,727,813,"1,540"
7,Malaita,Province,Total,2010,75-79,75,518,538,"1,056"
7,Malaita,Province,Total,2010,80+,80,537,432,969
7,Malaita,Province,Total,2011,0-4,0,"11,221","10,700","21,921"
7,Malaita,Province,Total,2011,5-9,5,"11,285","10,645","21,930"
7,Malaita,Province,Total,2011,10-14,10,"10,072","9,239","19,311"
7,Malaita,Province,Total,2011,15-19,15,"8,118","7,301","15,420"
7,Malaita,Province,Total,2011,20-24,20,"6,268","6,085","12,354"
7,Malaita,Province,Total,2011,25-29,25,"5,291","5,377","10,667"
7,Malaita,Province,Total,2011,30-34,30,"4,620","4,906","9,526"
7,Malaita,Province,Total,2011,35-39,35,"3,969","4,304","8,273"
7,Malaita,Province,Total,2011,40-44,40,"3,044","3,378","6,423"
7,Malaita,Province,Total,2011,45-49,45,"2,429","2,747","5,177"
7,Malaita,Province,Total,2011,50-54,50,"1,990","2,253","4,244"
7,Malaita,Province,Total,2011,55-59,55,"1,649","1,837","3,487"
7,Malaita,Province,Total,2011,60-64,60,"1,433","1,645","3,078"
7,Malaita,Province,Total,2011,65-69,65,"1,199","1,230","2,429"
7,Malaita,Province,Total,2011,70-74,70,779,834,"1,613"
7,Malaita,Province,Total,2011,75-79,75,488,551,"1,039"
7,Malaita,Province,Total,2011,80+,80,555,459,"1,014"
7,Malaita,Province,Total,2012,0-4,0,"11,039","10,515","21,554"
7,Malaita,Province,Total,2012,5-9,5,"11,304","10,730","22,035"
7,Malaita,Province,Total,2012,10-14,10,"10,363","9,567","19,931"
7,Malaita,Province,Total,2012,15-19,15,"8,421","7,569","15,990"
7,Malaita,Province,Total,2012,20-24,20,"6,421","6,068","12,490"
7,Malaita,Province,Total,2012,25-29,25,"5,231","5,348","10,579"
7,Malaita,Province,Total,2012,30-34,30,"4,630","4,837","9,467"
7,Malaita,Province,Total,2012,35-39,35,"3,977","4,369","8,346"
7,Malaita,Province,Total,2012,40-44,40,"3,195","3,503","6,698"
7,Malaita,Province,Total,2012,45-49,45,"2,428","2,781","5,209"
7,Malaita,Province,Total,2012,50-54,50,"2,059","2,334","4,394"
7,Malaita,Province,Total,2012,55-59,55,"1,644","1,864","3,509"
7,Malaita,Province,Total,2012,60-64,60,"1,445","1,645","3,091"
7,Malaita,Province,Total,2012,65-69,65,"1,197","1,307","2,504"
7,Malaita,Province,Total,2012,70-74,70,835,856,"1,691"
7,Malaita,Province,Total,2012,75-79,75,472,574,"1,046"
7,Malaita,Province,Total,2012,80+,80,561,480,"1,041"
7,Malaita,Province,Total,2013,0-4,0,"10,862","10,319","21,181"
7,Malaita,Province,Total,2013,5-9,5,"11,244","10,742","21,986"
7,Malaita,Province,Total,2013,10-14,10,"10,619","9,868","20,487"
7,Malaita,Province,Total,2013,15-19,15,"8,740","7,875","16,615"
7,Malaita,Province,Total,2013,20-24,20,"6,615","6,097","12,712"
7,Malaita,Province,Total,2013,25-29,25,"5,194","5,317","10,511"
7,Malaita,Province,Total,2013,30-34,30,"4,624","4,764","9,388"
7,Malaita,Province,Total,2013,35-39,35,"3,977","4,409","8,386"
7,Malaita,Province,Total,2013,40-44,40,"3,332","3,627","6,959"
7,Malaita,Province,Total,2013,45-49,45,"2,449","2,828","5,277"
7,Malaita,Province,Total,2013,50-54,50,"2,121","2,410","4,530"
7,Malaita,Province,Total,2013,55-59,55,"1,650","1,902","3,552"
7,Malaita,Province,Total,2013,60-64,60,"1,455","1,644","3,099"
7,Malaita,Province,Total,2013,65-69,65,"1,195","1,374","2,569"
7,Malaita,Province,Total,2013,70-74,70,883,886,"1,769"
7,Malaita,Province,Total,2013,75-79,75,473,598,"1,071"
7,Malaita,Province,Total,2013,80+,80,560,499,"1,059"
7,Malaita,Province,Total,2014,0-4,0,"10,728","10,137","20,865"
7,Malaita,Province,Total,2014,5-9,5,"11,082","10,668","21,749"
7,Malaita,Province,Total,2014,10-14,10,"10,829","10,131","20,960"
7,Malaita,Province,Total,2014,15-19,15,"9,072","8,207","17,279"
7,Malaita,Province,Total,2014,20-24,20,"6,840","6,187","13,027"
7,Malaita,Province,Total,2014,25-29,25,"5,195","5,275","10,470"
7,Malaita,Province,Total,2014,30-34,30,"4,598","4,696","9,294"
7,Malaita,Province,Total,2014,35-39,35,"3,980","4,421","8,401"
7,Malaita,Province,Total,2014,40-44,40,"3,436","3,740","7,176"
7,Malaita,Province,Total,2014,45-49,45,"2,507","2,898","5,405"
7,Malaita,Province,Total,2014,50-54,50,"2,164","2,473","4,637"
7,Malaita,Province,Total,2014,55-59,55,"1,673","1,953","3,625"
7,Malaita,Province,Total,2014,60-64,60,"1,459","1,649","3,107"
7,Malaita,Province,Total,2014,65-69,65,"1,198","1,424","2,621"
7,Malaita,Province,Total,2014,70-74,70,917,927,"1,844"
7,Malaita,Province,Total,2014,75-79,75,489,622,"1,111"
7,Malaita,Province,Total,2014,80+,80,554,520,"1,073"
7,Malaita,Province,Total,2015,0-4,0,"10,522","9,936","20,458"
7,Malaita,Province,Total,2015,5-9,5,"10,958","10,565","21,523"
7,Malaita,Province,Total,2015,10-14,10,"10,985","10,343","21,328"
7,Malaita,Province,Total,2015,15-19,15,"9,402","8,551","17,954"
7,Malaita,Province,Total,2015,20-24,20,"7,093","6,343","13,436"
7,Malaita,Province,Total,2015,25-29,25,"5,245","5,227","10,472"
7,Malaita,Province,Total,2015,30-34,30,"4,550","4,644","9,194"
7,Malaita,Province,Total,2015,35-39,35,"3,990","4,402","8,392"
7,Malaita,Province,Total,2015,40-44,40,"3,501","3,839","7,340"
7,Malaita,Province,Total,2015,45-49,45,"2,609","2,993","5,602"
7,Malaita,Province,Total,2015,50-54,50,"2,184","2,520","4,705"
7,Malaita,Province,Total,2015,55-59,55,"1,715","2,017","3,732"
7,Malaita,Province,Total,2015,60-64,60,"1,457","1,660","3,117"
7,Malaita,Province,Total,2015,65-69,65,"1,206","1,452","2,659"
7,Malaita,Province,Total,2015,70-74,70,936,982,"1,918"
7,Malaita,Province,Total,2015,75-79,75,520,641,"1,161"
7,Malaita,Province,Total,2015,80+,80,546,542,"1,088"
7,Malaita,Province,Total,2016,0-4,0,"10,336","9,756","20,092"
7,Malaita,Province,Total,2016,5-9,5,"10,802","10,416","21,218"
7,Malaita,Province,Total,2016,10-14,10,"11,077","10,496","21,573"
7,Malaita,Province,Total,2016,15-19,15,"9,717","8,894","18,611"
7,Malaita,Province,Total,2016,20-24,20,"7,372","6,558","13,930"
7,Malaita,Province,Total,2016,25-29,25,"5,349","5,187","10,536"
7,Malaita,Province,Total,2016,30-34,30,"4,491","4,608","9,099"
7,Malaita,Province,Total,2016,35-39,35,"4,005","4,353","8,358"
7,Malaita,Province,Total,2016,40-44,40,"3,532","3,924","7,456"
7,Malaita,Province,Total,2016,45-49,45,"2,744","3,107","5,850"
7,Malaita,Province,Total,2016,50-54,50,"2,186","2,556","4,741"
7,Malaita,Province,Total,2016,55-59,55,"1,775","2,092","3,866"
7,Malaita,Province,Total,2016,60-64,60,"1,451","1,677","3,128"
7,Malaita,Province,Total,2016,65-69,65,"1,217","1,465","2,682"
7,Malaita,Province,Total,2016,70-74,70,943,"1,048","1,991"
7,Malaita,Province,Total,2016,75-79,75,560,659,"1,218"
7,Malaita,Province,Total,2016,80+,80,539,567,"1,106"
7,Malaita,Province,Total,2017,0-4,0,"10,175","9,598","19,772"
7,Malaita,Province,Total,2017,5-9,5,"10,629","10,237","20,866"
7,Malaita,Province,Total,2017,10-14,10,"11,100","10,582","21,682"
7,Malaita,Province,Total,2017,15-19,15,"10,008","9,222","19,229"
7,Malaita,Province,Total,2017,20-24,20,"7,672","6,825","14,498"
7,Malaita,Province,Total,2017,25-29,25,"5,501","5,171","10,673"
7,Malaita,Province,Total,2017,30-34,30,"4,433","4,581","9,014"
7,Malaita,Province,Total,2017,35-39,35,"4,015","4,286","8,301"
7,Malaita,Province,Total,2017,40-44,40,"3,541","3,989","7,531"
7,Malaita,Province,Total,2017,45-49,45,"2,891","3,231","6,122"
7,Malaita,Province,Total,2017,50-54,50,"2,185","2,590","4,775"
7,Malaita,Province,Total,2017,55-59,55,"1,841","2,170","4,011"
7,Malaita,Province,Total,2017,60-64,60,"1,448","1,703","3,151"
7,Malaita,Province,Total,2017,65-69,65,"1,229","1,466","2,695"
7,Malaita,Province,Total,2017,70-74,70,943,"1,115","2,058"
7,Malaita,Province,Total,2017,75-79,75,602,677,"1,279"
7,Malaita,Province,Total,2017,80+,80,535,594,"1,129"
7,Malaita,Province,Total,2018,0-4,0,"10,039","9,465","19,503"
7,Malaita,Province,Total,2018,5-9,5,"10,462","10,046","20,508"
7,Malaita,Province,Total,2018,10-14,10,"11,043","10,595","21,638"
7,Malaita,Province,Total,2018,15-19,15,"10,263","9,523","19,786"
7,Malaita,Province,Total,2018,20-24,20,"7,989","7,131","15,120"
7,Malaita,Province,Total,2018,25-29,25,"5,693","5,201","10,894"
7,Malaita,Province,Total,2018,30-34,30,"4,399","4,551","8,949"
7,Malaita,Province,Total,2018,35-39,35,"4,011","4,215","8,226"
7,Malaita,Province,Total,2018,40-44,40,"3,542","4,030","7,572"
7,Malaita,Province,Total,2018,45-49,45,"3,025","3,353","6,379"
7,Malaita,Province,Total,2018,50-54,50,"2,207","2,636","4,843"
7,Malaita,Province,Total,2018,55-59,55,"1,900","2,244","4,144"
7,Malaita,Province,Total,2018,60-64,60,"1,455","1,740","3,195"
7,Malaita,Province,Total,2018,65-69,65,"1,239","1,466","2,705"
7,Malaita,Province,Total,2018,70-74,70,942,"1,174","2,116"
7,Malaita,Province,Total,2018,75-79,75,638,703,"1,341"
7,Malaita,Province,Total,2018,80+,80,538,621,"1,159"
7,Malaita,Province,Total,2019,0-4,0,"9,930","9,357","19,287"
7,Malaita,Province,Total,2019,5-9,5,"10,338","9,868","20,207"
7,Malaita,Province,Total,2019,10-14,10,"10,884","10,523","21,407"
7,Malaita,Province,Total,2019,15-19,15,"10,473","9,785","20,258"
7,Malaita,Province,Total,2019,20-24,20,"8,318","7,462","15,780"
7,Malaita,Province,Total,2019,25-29,25,"5,916","5,291","11,207"
7,Malaita,Province,Total,2019,30-34,30,"4,401","4,510","8,911"
7,Malaita,Province,Total,2019,35-39,35,"3,987","4,149","8,136"
7,Malaita,Province,Total,2019,40-44,40,"3,547","4,043","7,589"
7,Malaita,Province,Total,2019,45-49,45,"3,128","3,465","6,593"
7,Malaita,Province,Total,2019,50-54,50,"2,265","2,706","4,970"
7,Malaita,Province,Total,2019,55-59,55,"1,942","2,306","4,248"
7,Malaita,Province,Total,2019,60-64,60,"1,477","1,789","3,265"
7,Malaita,Province,Total,2019,65-69,65,"1,244","1,471","2,715"
7,Malaita,Province,Total,2019,70-74,70,946,"1,218","2,164"
7,Malaita,Province,Total,2019,75-79,75,664,737,"1,401"
7,Malaita,Province,Total,2019,80+,80,548,647,"1,195"
7,Malaita,Province,Total,2020,0-4,0,"9,852","9,278","19,130"
7,Malaita,Province,Total,2020,5-9,5,"10,141","9,673","19,814"
7,Malaita,Province,Total,2020,10-14,10,"10,763","10,422","21,186"
7,Malaita,Province,Total,2020,15-19,15,"10,629","9,998","20,628"
7,Malaita,Province,Total,2020,20-24,20,"8,646","7,806","16,452"
7,Malaita,Province,Total,2020,25-29,25,"6,167","5,447","11,613"
7,Malaita,Province,Total,2020,30-34,30,"4,452","4,464","8,915"
7,Malaita,Province,Total,2020,35-39,35,"3,941","4,098","8,039"
7,Malaita,Province,Total,2020,40-44,40,"3,558","4,024","7,583"
7,Malaita,Province,Total,2020,45-49,45,"3,192","3,564","6,756"
7,Malaita,Province,Total,2020,50-54,50,"2,364","2,799","5,163"
7,Malaita,Province,Total,2020,55-59,55,"1,962","2,352","4,314"
7,Malaita,Province,Total,2020,60-64,60,"1,517","1,850","3,367"
7,Malaita,Province,Total,2020,65-69,65,"1,243","1,482","2,725"
7,Malaita,Province,Total,2020,70-74,70,955,"1,243","2,198"
7,Malaita,Province,Total,2020,75-79,75,678,783,"1,461"
7,Malaita,Province,Total,2020,80+,80,565,673,"1,238"
7,Malaita,Province,Total,2021,0-4,0,"9,803","9,228","19,031"
7,Malaita,Province,Total,2021,5-9,5,"9,964","9,497","19,461"
7,Malaita,Province,Total,2021,10-14,10,"10,610","10,276","20,886"
7,Malaita,Province,Total,2021,15-19,15,"10,723","10,152","20,875"
7,Malaita,Province,Total,2021,20-24,20,"8,959","8,147","17,106"
7,Malaita,Province,Total,2021,25-29,25,"6,442","5,662","12,104"
7,Malaita,Province,Total,2021,30-34,30,"4,555","4,425","8,980"
7,Malaita,Province,Total,2021,35-39,35,"3,884","4,064","7,948"
7,Malaita,Province,Total,2021,40-44,40,"3,573","3,978","7,551"
7,Malaita,Province,Total,2021,45-49,45,"3,224","3,649","6,873"
7,Malaita,Province,Total,2021,50-54,50,"2,495","2,911","5,406"
7,Malaita,Province,Total,2021,55-59,55,"1,964","2,387","4,351"
7,Malaita,Province,Total,2021,60-64,60,"1,573","1,922","3,496"
7,Malaita,Province,Total,2021,65-69,65,"1,239","1,499","2,738"
7,Malaita,Province,Total,2021,70-74,70,965,"1,255","2,220"
7,Malaita,Province,Total,2021,75-79,75,684,837,"1,521"
7,Malaita,Province,Total,2021,80+,80,587,698,"1,285"
7,Malaita,Province,Total,2022,0-4,0,"9,782","9,203","18,986"
7,Malaita,Province,Total,2022,5-9,5,"9,811","9,343","19,154"
7,Malaita,Province,Total,2022,10-14,10,"10,441","10,098","20,540"
7,Malaita,Province,Total,2022,15-19,15,"10,746","10,239","20,986"
7,Malaita,Province,Total,2022,20-24,20,"9,247","8,475","17,722"
7,Malaita,Province,Total,2022,25-29,25,"6,739","5,928","12,668"
7,Malaita,Province,Total,2022,30-34,30,"4,706","4,411","9,117"
7,Malaita,Province,Total,2022,35-39,35,"3,829","4,038","7,867"
7,Malaita,Province,Total,2022,40-44,40,"3,585","3,912","7,497"
7,Malaita,Province,Total,2022,45-49,45,"3,234","3,714","6,948"
7,Malaita,Province,Total,2022,50-54,50,"2,638","3,034","5,672"
7,Malaita,Province,Total,2022,55-59,55,"1,965","2,421","4,386"
7,Malaita,Province,Total,2022,60-64,60,"1,636","1,998","3,634"
7,Malaita,Province,Total,2022,65-69,65,"1,238","1,524","2,762"
7,Malaita,Province,Total,2022,70-74,70,976,"1,257","2,233"
7,Malaita,Province,Total,2022,75-79,75,685,892,"1,577"
7,Malaita,Province,Total,2022,80+,80,612,726,"1,338"
7,Malaita,Province,Total,2023,0-4,0,"9,787","9,203","18,990"
7,Malaita,Province,Total,2023,5-9,5,"9,682","9,214","18,896"
7,Malaita,Province,Total,2023,10-14,10,"10,278","9,909","20,187"
7,Malaita,Province,Total,2023,15-19,15,"10,692","10,253","20,945"
7,Malaita,Province,Total,2023,20-24,20,"9,501","8,776","18,277"
7,Malaita,Province,Total,2023,25-29,25,"7,053","6,233","13,286"
7,Malaita,Province,Total,2023,30-34,30,"4,896","4,441","9,337"
7,Malaita,Province,Total,2023,35-39,35,"3,796","4,009","7,805"
7,Malaita,Province,Total,2023,40-44,40,"3,582","3,843","7,425"
7,Malaita,Province,Total,2023,45-49,45,"3,236","3,755","6,991"
7,Malaita,Province,Total,2023,50-54,50,"2,769","3,155","5,924"
7,Malaita,Province,Total,2023,55-59,55,"1,986","2,467","4,453"
7,Malaita,Province,Total,2023,60-64,60,"1,691","2,068","3,759"
7,Malaita,Province,Total,2023,65-69,65,"1,245","1,559","2,804"
7,Malaita,Province,Total,2023,70-74,70,985,"1,258","2,244"
7,Malaita,Province,Total,2023,75-79,75,687,940,"1,627"
7,Malaita,Province,Total,2023,80+,80,635,759,"1,394"
7,Malaita,Province,Total,2024,0-4,0,"9,815","9,224","19,039"
7,Malaita,Province,Total,2024,5-9,5,"9,581","9,110","18,690"
7,Malaita,Province,Total,2024,10-14,10,"10,157","9,734","19,891"
7,Malaita,Province,Total,2024,15-19,15,"10,536","10,183","20,718"
7,Malaita,Province,Total,2024,20-24,20,"9,710","9,038","18,748"
7,Malaita,Province,Total,2024,25-29,25,"7,379","6,563","13,942"
7,Malaita,Province,Total,2024,30-34,30,"5,117","4,532","9,648"
7,Malaita,Province,Total,2024,35-39,35,"3,799","3,970","7,769"
7,Malaita,Province,Total,2024,40-44,40,"3,560","3,779","7,338"
7,Malaita,Province,Total,2024,45-49,45,"3,241","3,769","7,010"
7,Malaita,Province,Total,2024,50-54,50,"2,869","3,266","6,134"
7,Malaita,Province,Total,2024,55-59,55,"2,043","2,535","4,578"
7,Malaita,Province,Total,2024,60-64,60,"1,731","2,128","3,859"
7,Malaita,Province,Total,2024,65-69,65,"1,266","1,605","2,871"
7,Malaita,Province,Total,2024,70-74,70,991,"1,264","2,255"
7,Malaita,Province,Total,2024,75-79,75,691,976,"1,667"
7,Malaita,Province,Total,2024,80+,80,655,798,"1,453"
7,Malaita,Province,Total,2025,0-4,0,"9,860","9,262","19,122"
7,Malaita,Province,Total,2025,5-9,5,"9,509","9,034","18,543"
7,Malaita,Province,Total,2025,10-14,10,"9,963","9,540","19,503"
7,Malaita,Province,Total,2025,15-19,15,"10,418","10,084","20,502"
7,Malaita,Province,Total,2025,20-24,20,"9,867","9,252","19,118"
7,Malaita,Province,Total,2025,25-29,25,"7,704","6,906","14,609"
7,Malaita,Province,Total,2025,30-34,30,"5,365","4,687","10,052"
7,Malaita,Province,Total,2025,35-39,35,"3,851","3,925","7,776"
7,Malaita,Province,Total,2025,40-44,40,"3,516","3,730","7,246"
7,Malaita,Province,Total,2025,45-49,45,"3,254","3,752","7,006"
7,Malaita,Province,Total,2025,50-54,50,"2,932","3,363","6,295"
7,Malaita,Province,Total,2025,55-59,55,"2,139","2,627","4,766"
7,Malaita,Province,Total,2025,60-64,60,"1,750","2,173","3,924"
7,Malaita,Province,Total,2025,65-69,65,"1,304","1,663","2,967"
7,Malaita,Province,Total,2025,70-74,70,992,"1,276","2,267"
7,Malaita,Province,Total,2025,75-79,75,699,997,"1,696"
7,Malaita,Province,Total,2025,80+,80,672,844,"1,516"
8,Makira-Ulawa,Province,Total,2010,0-4,0,"3,779","3,621","7,400"
8,Makira-Ulawa,Province,Total,2010,5-9,5,"3,378","3,000","6,377"
8,Makira-Ulawa,Province,Total,2010,10-14,10,"2,637","2,405","5,042"
8,Makira-Ulawa,Province,Total,2010,15-19,15,"2,018","1,789","3,807"
8,Makira-Ulawa,Province,Total,2010,20-24,20,"1,874","1,797","3,671"
8,Makira-Ulawa,Province,Total,2010,25-29,25,"1,791","1,762","3,553"
8,Makira-Ulawa,Province,Total,2010,30-34,30,"1,614","1,585","3,199"
8,Makira-Ulawa,Province,Total,2010,35-39,35,"1,346","1,388","2,734"
8,Makira-Ulawa,Province,Total,2010,40-44,40,946,946,"1,892"
8,Makira-Ulawa,Province,Total,2010,45-49,45,780,762,"1,542"
8,Makira-Ulawa,Province,Total,2010,50-54,50,566,566,"1,132"
8,Makira-Ulawa,Province,Total,2010,55-59,55,472,486,958
8,Makira-Ulawa,Province,Total,2010,60-64,60,372,368,740
8,Makira-Ulawa,Province,Total,2010,65-69,65,351,278,629
8,Makira-Ulawa,Province,Total,2010,70-74,70,216,182,399
8,Makira-Ulawa,Province,Total,2010,75-79,75,160,135,295
8,Makira-Ulawa,Province,Total,2010,80+,80,150,107,257
8,Makira-Ulawa,Province,Total,2011,0-4,0,"3,794","3,639","7,434"
8,Makira-Ulawa,Province,Total,2011,5-9,5,"3,485","3,140","6,625"
8,Makira-Ulawa,Province,Total,2011,10-14,10,"2,788","2,513","5,301"
8,Makira-Ulawa,Province,Total,2011,15-19,15,"2,104","1,887","3,990"
