core: id,core: location,core: agg,core: type,core: year,Age: Age_Bracket,Age: Numerical_Bracket,Population: Males,Population: Females,Population: Total
5,Rennell-Bell,Province,Total,2012,60-64,60,71,57,128
5,Rennell-Bell,Province,Total,2012,65-69,65,29,47,75
5,Rennell-Bell,Province,Total,2012,70-74,70,15,36,51
5,Rennell-Bell,Province,Total,2012,75-79,75,26,33,60
5,Rennell-Bell,Province,Total,2012,80+,80,28,28,56
5,Rennell-Bell,Province,Total,2013,0-4,0,215,204,419
5,Rennell-Bell,Province,Total,2013,5-9,5,204,218,421
5,Rennell-Bell,Province,Total,2013,10-14,10,213,212,425
5,Rennell-Bell,Province,Total,2013,15-19,15,223,196,419
5,Rennell-Bell,Province,Total,2013,20-24,20,145,122,267
5,Rennell-Bell,Province,Total,2013,25-29,25,124,115,239
5,Rennell-Bell,Province,Total,2013,30-34,30,96,76,172
5,Rennell-Bell,Province,Total,2013,35-39,35,108,111,219
5,Rennell-Bell,Province,Total,2013,40-44,40,83,85,169
5,Rennell-Bell,Province,Total,2013,45-49,45,62,65,127
5,Rennell-Bell,Province,Total,2013,50-54,50,63,75,138
5,Rennell-Bell,Province,Total,2013,55-59,55,83,56,139
5,Rennell-Bell,Province,Total,2013,60-64,60,77,58,135
5,Rennell-Bell,Province,Total,2013,65-69,65,36,49,85
5,Rennell-Bell,Province,Total,2013,70-74,70,13,36,48
5,Rennell-Bell,Province,Total,2013,75-79,75,25,33,58
5,Rennell-Bell,Province,Total,2013,80+,80,29,30,59
5,Rennell-Bell,Province,Total,2014,0-4,0,227,210,436
5,Rennell-Bell,Province,Total,2014,5-9,5,199,214,413
5,Rennell-Bell,Province,Total,2014,10-14,10,207,211,418
5,Rennell-Bell,Province,Total,2014,15-19,15,233,210,443
5,Rennell-Bell,Province,Total,2014,20-24,20,155,130,285
5,Rennell-Bell,Province,Total,2014,25-29,25,132,125,257
5,Rennell-Bell,Province,Total,2014,30-34,30,97,76,173
5,Rennell-Bell,Province,Total,2014,35-39,35,110,110,220
5,Rennell-Bell,Province,Total,2014,40-44,40,89,92,181
5,Rennell-Bell,Province,Total,2014,45-49,45,66,65,130
5,Rennell-Bell,Province,Total,2014,50-54,50,60,76,137
5,Rennell-Bell,Province,Total,2014,55-59,55,79,58,137
5,Rennell-Bell,Province,Total,2014,60-64,60,81,58,139
5,Rennell-Bell,Province,Total,2014,65-69,65,44,51,95
5,Rennell-Bell,Province,Total,2014,70-74,70,13,36,49
5,Rennell-Bell,Province,Total,2014,75-79,75,22,33,55
5,Rennell-Bell,Province,Total,2014,80+,80,30,33,62
5,Rennell-Bell,Province,Total,2015,0-4,0,233,215,448
5,Rennell-Bell,Province,Total,2015,5-9,5,202,210,412
5,Rennell-Bell,Province,Total,2015,10-14,10,204,212,416
5,Rennell-Bell,Province,Total,2015,15-19,15,236,217,453
5,Rennell-Bell,Province,Total,2015,20-24,20,171,144,315
5,Rennell-Bell,Province,Total,2015,25-29,25,138,130,268
5,Rennell-Bell,Province,Total,2015,30-34,30,102,82,184
5,Rennell-Bell,Province,Total,2015,35-39,35,109,105,215
5,Rennell-Bell,Province,Total,2015,40-44,40,95,99,194
5,Rennell-Bell,Province,Total,2015,45-49,45,69,68,137
5,Rennell-Bell,Province,Total,2015,50-54,50,59,75,134
5,Rennell-Bell,Province,Total,2015,55-59,55,75,61,136
5,Rennell-Bell,Province,Total,2015,60-64,60,83,57,140
5,Rennell-Bell,Province,Total,2015,65-69,65,51,53,104
5,Rennell-Bell,Province,Total,2015,70-74,70,15,38,53
5,Rennell-Bell,Province,Total,2015,75-79,75,19,32,51
5,Rennell-Bell,Province,Total,2015,80+,80,30,35,65
5,Rennell-Bell,Province,Total,2016,0-4,0,239,221,460
5,Rennell-Bell,Province,Total,2016,5-9,5,205,207,412
5,Rennell-Bell,Province,Total,2016,10-14,10,204,215,419
5,Rennell-Bell,Province,Total,2016,15-19,15,232,219,451
5,Rennell-Bell,Province,Total,2016,20-24,20,191,163,354
5,Rennell-Bell,Province,Total,2016,25-29,25,142,130,273
5,Rennell-Bell,Province,Total,2016,30-34,30,111,94,205
5,Rennell-Bell,Province,Total,2016,35-39,35,106,97,204
5,Rennell-Bell,Province,Total,2016,40-44,40,101,105,207
5,Rennell-Bell,Province,Total,2016,45-49,45,74,73,147
5,Rennell-Bell,Province,Total,2016,50-54,50,59,72,131
5,Rennell-Bell,Province,Total,2016,55-59,55,71,65,136
5,Rennell-Bell,Province,Total,2016,60-64,60,83,56,139
5,Rennell-Bell,Province,Total,2016,65-69,65,59,54,112
5,Rennell-Bell,Province,Total,2016,70-74,70,20,40,59
5,Rennell-Bell,Province,Total,2016,75-79,75,15,31,47
5,Rennell-Bell,Province,Total,2016,80+,80,31,37,68
5,Rennell-Bell,Province,Total,2017,0-4,0,246,227,474
5,Rennell-Bell,Province,Total,2017,5-9,5,209,205,414
5,Rennell-Bell,Province,Total,2017,10-14,10,205,218,423
5,Rennell-Bell,Province,Total,2017,15-19,15,224,217,441
5,Rennell-Bell,Province,Total,2017,20-24,20,212,185,396
5,Rennell-Bell,Province,Total,2017,25-29,25,146,129,276
5,Rennell-Bell,Province,Total,2017,30-34,30,121,109,230
5,Rennell-Bell,Province,Total,2017,35-39,35,103,88,191
5,Rennell-Bell,Province,Total,2017,40-44,40,107,111,218
5,Rennell-Bell,Province,Total,2017,45-49,45,79,80,159
5,Rennell-Bell,Province,Total,2017,50-54,50,60,68,129
5,Rennell-Bell,Province,Total,2017,55-59,55,66,70,136
5,Rennell-Bell,Province,Total,2017,60-64,60,82,55,137
5,Rennell-Bell,Province,Total,2017,65-69,65,65,55,120
5,Rennell-Bell,Province,Total,2017,70-74,70,25,42,68
5,Rennell-Bell,Province,Total,2017,75-79,75,12,31,43
5,Rennell-Bell,Province,Total,2017,80+,80,31,39,70
5,Rennell-Bell,Province,Total,2018,0-4,0,254,234,488
5,Rennell-Bell,Province,Total,2018,5-9,5,216,206,422
5,Rennell-Bell,Province,Total,2018,10-14,10,204,219,423
5,Rennell-Bell,Province,Total,2018,15-19,15,215,215,430
5,Rennell-Bell,Province,Total,2018,20-24,20,229,204,432
5,Rennell-Bell,Province,Total,2018,25-29,25,153,131,284
5,Rennell-Bell,Province,Total,2018,30-34,30,131,123,254
5,Rennell-Bell,Province,Total,2018,35-39,35,101,82,183
5,Rennell-Bell,Province,Total,2018,40-44,40,111,114,225
5,Rennell-Bell,Province,Total,2018,45-49,45,85,87,172
5,Rennell-Bell,Province,Total,2018,50-54,50,63,66,128
5,Rennell-Bell,Province,Total,2018,55-59,55,62,74,136
5,Rennell-Bell,Province,Total,2018,60-64,60,79,55,134
5,Rennell-Bell,Province,Total,2018,65-69,65,71,55,126
5,Rennell-Bell,Province,Total,2018,70-74,70,32,45,77
5,Rennell-Bell,Province,Total,2018,75-79,75,10,30,41
5,Rennell-Bell,Province,Total,2018,80+,80,30,40,71
5,Rennell-Bell,Province,Total,2019,0-4,0,261,241,503
5,Rennell-Bell,Province,Total,2019,5-9,5,228,211,440
5,Rennell-Bell,Province,Total,2019,10-14,10,200,215,415
5,Rennell-Bell,Province,Total,2019,15-19,15,209,214,423
5,Rennell-Bell,Province,Total,2019,20-24,20,239,217,457
5,Rennell-Bell,Province,Total,2019,25-29,25,163,139,302
5,Rennell-Bell,Province,Total,2019,30-34,30,139,133,272
5,Rennell-Bell,Province,Total,2019,35-39,35,102,81,184
5,Rennell-Bell,Province,Total,2019,40-44,40,113,113,226
5,Rennell-Bell,Province,Total,2019,45-49,45,90,94,184
5,Rennell-Bell,Province,Total,2019,50-54,50,66,66,131
5,Rennell-Bell,Province,Total,2019,55-59,55,60,76,135
5,Rennell-Bell,Province,Total,2019,60-64,60,76,56,132
5,Rennell-Bell,Province,Total,2019,65-69,65,75,55,130
5,Rennell-Bell,Province,Total,2019,70-74,70,39,47,85
5,Rennell-Bell,Province,Total,2019,75-79,75,10,31,41
5,Rennell-Bell,Province,Total,2019,80+,80,29,41,71
5,Rennell-Bell,Province,Total,2020,0-4,0,269,249,518
5,Rennell-Bell,Province,Total,2020,5-9,5,234,217,451
5,Rennell-Bell,Province,Total,2020,10-14,10,203,211,414
5,Rennell-Bell,Province,Total,2020,15-19,15,206,215,422
5,Rennell-Bell,Province,Total,2020,20-24,20,242,225,466
5,Rennell-Bell,Province,Total,2020,25-29,25,179,153,332
5,Rennell-Bell,Province,Total,2020,30-34,30,145,137,283
5,Rennell-Bell,Province,Total,2020,35-39,35,107,87,195
5,Rennell-Bell,Province,Total,2020,40-44,40,112,108,221
5,Rennell-Bell,Province,Total,2020,45-49,45,96,100,197
5,Rennell-Bell,Province,Total,2020,50-54,50,70,68,138
5,Rennell-Bell,Province,Total,2020,55-59,55,58,75,133
5,Rennell-Bell,Province,Total,2020,60-64,60,72,59,132
5,Rennell-Bell,Province,Total,2020,65-69,65,77,54,131
5,Rennell-Bell,Province,Total,2020,70-74,70,45,48,93
5,Rennell-Bell,Province,Total,2020,75-79,75,12,32,45
5,Rennell-Bell,Province,Total,2020,80+,80,28,42,70
5,Rennell-Bell,Province,Total,2021,0-4,0,278,256,534
5,Rennell-Bell,Province,Total,2021,5-9,5,241,223,463
5,Rennell-Bell,Province,Total,2021,10-14,10,206,208,414
5,Rennell-Bell,Province,Total,2021,15-19,15,206,218,424
5,Rennell-Bell,Province,Total,2021,20-24,20,238,226,464
5,Rennell-Bell,Province,Total,2021,25-29,25,199,172,371
5,Rennell-Bell,Province,Total,2021,30-34,30,149,138,287
5,Rennell-Bell,Province,Total,2021,35-39,35,116,99,215
5,Rennell-Bell,Province,Total,2021,40-44,40,109,100,210
5,Rennell-Bell,Province,Total,2021,45-49,45,102,107,210
5,Rennell-Bell,Province,Total,2021,50-54,50,74,73,148
5,Rennell-Bell,Province,Total,2021,55-59,55,58,72,130
5,Rennell-Bell,Province,Total,2021,60-64,60,68,64,132
5,Rennell-Bell,Province,Total,2021,65-69,65,77,53,130
5,Rennell-Bell,Province,Total,2021,70-74,70,52,49,101
5,Rennell-Bell,Province,Total,2021,75-79,75,16,34,50
5,Rennell-Bell,Province,Total,2021,80+,80,25,43,68
5,Rennell-Bell,Province,Total,2022,0-4,0,286,264,550
5,Rennell-Bell,Province,Total,2022,5-9,5,248,229,477
5,Rennell-Bell,Province,Total,2022,10-14,10,210,206,416
5,Rennell-Bell,Province,Total,2022,15-19,15,207,221,428
5,Rennell-Bell,Province,Total,2022,20-24,20,230,225,454
5,Rennell-Bell,Province,Total,2022,25-29,25,219,194,413
5,Rennell-Bell,Province,Total,2022,30-34,30,153,137,290
5,Rennell-Bell,Province,Total,2022,35-39,35,126,114,240
5,Rennell-Bell,Province,Total,2022,40-44,40,106,91,197
5,Rennell-Bell,Province,Total,2022,45-49,45,108,112,220
5,Rennell-Bell,Province,Total,2022,50-54,50,79,80,159
5,Rennell-Bell,Province,Total,2022,55-59,55,60,68,128
5,Rennell-Bell,Province,Total,2022,60-64,60,63,69,132
5,Rennell-Bell,Province,Total,2022,65-69,65,75,53,128
5,Rennell-Bell,Province,Total,2022,70-74,70,58,50,108
5,Rennell-Bell,Province,Total,2022,75-79,75,21,36,57
5,Rennell-Bell,Province,Total,2022,80+,80,24,43,67
5,Rennell-Bell,Province,Total,2023,0-4,0,294,271,566
5,Rennell-Bell,Province,Total,2023,5-9,5,255,236,491
5,Rennell-Bell,Province,Total,2023,10-14,10,217,207,424
5,Rennell-Bell,Province,Total,2023,15-19,15,207,222,428
5,Rennell-Bell,Province,Total,2023,20-24,20,221,222,444
5,Rennell-Bell,Province,Total,2023,25-29,25,236,213,449
5,Rennell-Bell,Province,Total,2023,30-34,30,160,139,299
5,Rennell-Bell,Province,Total,2023,35-39,35,136,128,264
5,Rennell-Bell,Province,Total,2023,40-44,40,104,85,189
5,Rennell-Bell,Province,Total,2023,45-49,45,112,115,227
5,Rennell-Bell,Province,Total,2023,50-54,50,85,87,172
5,Rennell-Bell,Province,Total,2023,55-59,55,62,65,127
5,Rennell-Bell,Province,Total,2023,60-64,60,60,72,132
5,Rennell-Bell,Province,Total,2023,65-69,65,73,53,126
5,Rennell-Bell,Province,Total,2023,70-74,70,63,50,113
5,Rennell-Bell,Province,Total,2023,75-79,75,26,38,65
5,Rennell-Bell,Province,Total,2023,80+,80,22,44,67
5,Rennell-Bell,Province,Total,2024,0-4,0,302,279,581
5,Rennell-Bell,Province,Total,2024,5-9,5,263,243,506
5,Rennell-Bell,Province,Total,2024,10-14,10,229,212,441
5,Rennell-Bell,Province,Total,2024,15-19,15,203,218,421
5,Rennell-Bell,Province,Total,2024,20-24,20,215,222,437
5,Rennell-Bell,Province,Total,2024,25-29,25,247,226,473
5,Rennell-Bell,Province,Total,2024,30-34,30,170,146,317
5,Rennell-Bell,Province,Total,2024,35-39,35,144,138,282
5,Rennell-Bell,Province,Total,2024,40-44,40,105,84,190
5,Rennell-Bell,Province,Total,2024,45-49,45,114,115,229
5,Rennell-Bell,Province,Total,2024,50-54,50,90,94,184
5,Rennell-Bell,Province,Total,2024,55-59,55,65,65,130
5,Rennell-Bell,Province,Total,2024,60-64,60,57,74,131
5,Rennell-Bell,Province,Total,2024,65-69,65,70,54,124
5,Rennell-Bell,Province,Total,2024,70-74,70,66,50,116
5,Rennell-Bell,Province,Total,2024,75-79,75,31,40,72
5,Rennell-Bell,Province,Total,2024,80+,80,22,46,68
5,Rennell-Bell,Province,Total,2025,0-4,0,309,285,595
5,Rennell-Bell,Province,Total,2025,5-9,5,271,250,521
5,Rennell-Bell,Province,Total,2025,10-14,10,235,218,453
5,Rennell-Bell,Province,Total,2025,15-19,15,205,214,420
5,Rennell-Bell,Province,Total,2025,20-24,20,212,223,435
5,Rennell-Bell,Province,Total,2025,25-29,25,249,234,483
5,Rennell-Bell,Province,Total,2025,30-34,30,186,161,346
5,Rennell-Bell,Province,Total,2025,35-39,35,150,143,293
5,Rennell-Bell,Province,Total,2025,40-44,40,110,91,201
5,Rennell-Bell,Province,Total,2025,45-49,45,113,110,223
5,Rennell-Bell,Province,Total,2025,50-54,50,96,101,197
5,Rennell-Bell,Province,Total,2025,55-59,55,69,68,137
5,Rennell-Bell,Province,Total,2025,60-64,60,56,73,129
5,Rennell-Bell,Province,Total,2025,65-69,65,67,57,124
5,Rennell-Bell,Province,Total,2025,70-74,70,68,50,117
5,Rennell-Bell,Province,Total,2025,75-79,75,37,41,78
5,Rennell-Bell,Province,Total,2025,80+,80,23,47,70
6,Guadalcanal,Province,Total,2010,0-4,0,"8,333","7,782","16,116"
6,Guadalcanal,Province,Total,2010,5-9,5,"7,365","6,909","14,274"
6,Guadalcanal,Province,Total,2010,10-14,10,"6,016","5,659","11,675"
6,Guadalcanal,Province,Total,2010,15-19,15,"5,114","4,845","9,959"
6,Guadalcanal,Province,Total,2010,20-24,20,"5,321","4,749","10,071"
6,Guadalcanal,Province,Total,2010,25-29,25,"4,611","4,297","8,908"
6,Guadalcanal,Province,Total,2010,30-34,30,"3,836","3,826","7,662"
6,Guadalcanal,Province,Total,2010,35-39,35,"3,370","3,297","6,667"
6,Guadalcanal,Province,Total,2010,40-44,40,"2,514","2,351","4,865"
6,Guadalcanal,Province,Total,2010,45-49,45,"1,935","1,836","3,772"
6,Guadalcanal,Province,Total,2010,50-54,50,"1,394","1,115","2,509"
6,Guadalcanal,Province,Total,2010,55-59,55,"1,034","1,001","2,035"
6,Guadalcanal,Province,Total,2010,60-64,60,722,734,"1,456"
6,Guadalcanal,Province,Total,2010,65-69,65,628,619,"1,248"
6,Guadalcanal,Province,Total,2010,70-74,70,474,403,878
6,Guadalcanal,Province,Total,2010,75-79,75,307,254,561
6,Guadalcanal,Province,Total,2010,80+,80,233,171,404
6,Guadalcanal,Province,Total,2011,0-4,0,"8,547","7,997","16,545"
6,Guadalcanal,Province,Total,2011,5-9,5,"7,620","7,146","14,767"
6,Guadalcanal,Province,Total,2011,10-14,10,"6,296","5,926","12,222"
6,Guadalcanal,Province,Total,2011,15-19,15,"5,297","5,047","10,344"
6,Guadalcanal,Province,Total,2011,20-24,20,"5,410","4,917","10,327"
6,Guadalcanal,Province,Total,2011,25-29,25,"4,981","4,588","9,569"
6,Guadalcanal,Province,Total,2011,30-34,30,"4,076","4,038","8,114"
6,Guadalcanal,Province,Total,2011,35-39,35,"3,552","3,508","7,060"
6,Guadalcanal,Province,Total,2011,40-44,40,"2,753","2,599","5,352"
6,Guadalcanal,Province,Total,2011,45-49,45,"2,052","1,946","3,998"
6,Guadalcanal,Province,Total,2011,50-54,50,"1,519","1,275","2,795"
6,Guadalcanal,Province,Total,2011,55-59,55,"1,098",997,"2,095"
6,Guadalcanal,Province,Total,2011,60-64,60,775,807,"1,582"
6,Guadalcanal,Province,Total,2011,65-69,65,628,626,"1,254"
6,Guadalcanal,Province,Total,2011,70-74,70,501,443,944
6,Guadalcanal,Province,Total,2011,75-79,75,321,262,583
6,Guadalcanal,Province,Total,2011,80+,80,243,187,430
6,Guadalcanal,Province,Total,2012,0-4,0,"8,777","8,225","17,002"
6,Guadalcanal,Province,Total,2012,5-9,5,"7,856","7,366","15,222"
6,Guadalcanal,Province,Total,2012,10-14,10,"6,588","6,206","12,794"
6,Guadalcanal,Province,Total,2012,15-19,15,"5,515","5,263","10,778"
6,Guadalcanal,Province,Total,2012,20-24,20,"5,452","5,060","10,513"
6,Guadalcanal,Province,Total,2012,25-29,25,"5,347","4,880","10,227"
6,Guadalcanal,Province,Total,2012,30-34,30,"4,337","4,258","8,595"
6,Guadalcanal,Province,Total,2012,35-39,35,"3,725","3,709","7,434"
6,Guadalcanal,Province,Total,2012,40-44,40,"3,006","2,868","5,874"
6,Guadalcanal,Province,Total,2012,45-49,45,"2,174","2,050","4,224"
6,Guadalcanal,Province,Total,2012,50-54,50,"1,653","1,462","3,115"
6,Guadalcanal,Province,Total,2012,55-59,55,"1,166",988,"2,154"
6,Guadalcanal,Province,Total,2012,60-64,60,837,887,"1,724"
6,Guadalcanal,Province,Total,2012,65-69,65,627,630,"1,257"
6,Guadalcanal,Province,Total,2012,70-74,70,527,484,"1,012"
6,Guadalcanal,Province,Total,2012,75-79,75,332,270,602
6,Guadalcanal,Province,Total,2012,80+,80,256,205,461
6,Guadalcanal,Province,Total,2013,0-4,0,"9,027","8,466","17,493"
6,Guadalcanal,Province,Total,2013,5-9,5,"8,066","7,569","15,635"
6,Guadalcanal,Province,Total,2013,10-14,10,"6,881","6,485","13,366"
6,Guadalcanal,Province,Total,2013,15-19,15,"5,752","5,489","11,241"
6,Guadalcanal,Province,Total,2013,20-24,20,"5,499","5,205","10,705"
6,Guadalcanal,Province,Total,2013,25-29,25,"5,670","5,157","10,827"
6,Guadalcanal,Province,Total,2013,30-34,30,"4,622","4,493","9,115"
6,Guadalcanal,Province,Total,2013,35-39,35,"3,905","3,909","7,814"
6,Guadalcanal,Province,Total,2013,40-44,40,"3,253","3,135","6,388"
6,Guadalcanal,Province,Total,2013,45-49,45,"2,315","2,176","4,491"
6,Guadalcanal,Province,Total,2013,50-54,50,"1,787","1,646","3,433"
6,Guadalcanal,Province,Total,2013,55-59,55,"1,243","1,004","2,247"
6,Guadalcanal,Province,Total,2013,60-64,60,902,956,"1,858"
6,Guadalcanal,Province,Total,2013,65-69,65,634,643,"1,277"
6,Guadalcanal,Province,Total,2013,70-74,70,548,521,"1,069"
6,Guadalcanal,Province,Total,2013,75-79,75,345,282,626
6,Guadalcanal,Province,Total,2013,80+,80,271,221,492
6,Guadalcanal,Province,Total,2014,0-4,0,"9,308","8,723","18,031"
6,Guadalcanal,Province,Total,2014,5-9,5,"8,242","7,752","15,993"
6,Guadalcanal,Province,Total,2014,10-14,10,"7,166","6,754","13,920"
6,Guadalcanal,Province,Total,2014,15-19,15,"5,996","5,719","11,715"
6,Guadalcanal,Province,Total,2014,20-24,20,"5,587","5,370","10,957"
6,Guadalcanal,Province,Total,2014,25-29,25,"5,927","5,405","11,333"
6,Guadalcanal,Province,Total,2014,30-34,30,"4,934","4,747","9,681"
6,Guadalcanal,Province,Total,2014,35-39,35,"4,107","4,113","8,219"
6,Guadalcanal,Province,Total,2014,40-44,40,"3,479","3,382","6,861"
6,Guadalcanal,Province,Total,2014,45-49,45,"2,484","2,339","4,823"
6,Guadalcanal,Province,Total,2014,50-54,50,"1,915","1,807","3,722"
6,Guadalcanal,Province,Total,2014,55-59,55,"1,334","1,062","2,396"
6,Guadalcanal,Province,Total,2014,60-64,60,966,"1,003","1,969"
6,Guadalcanal,Province,Total,2014,65-69,65,654,672,"1,326"
6,Guadalcanal,Province,Total,2014,70-74,70,562,549,"1,110"
6,Guadalcanal,Province,Total,2014,75-79,75,360,300,661
6,Guadalcanal,Province,Total,2014,80+,80,285,237,522
6,Guadalcanal,Province,Total,2015,0-4,0,"9,568","8,963","18,531"
6,Guadalcanal,Province,Total,2015,5-9,5,"8,440","7,953","16,394"
6,Guadalcanal,Province,Total,2015,10-14,10,"7,438","7,008","14,446"
6,Guadalcanal,Province,Total,2015,15-19,15,"6,253","5,963","12,216"
6,Guadalcanal,Province,Total,2015,20-24,20,"5,727","5,556","11,283"
6,Guadalcanal,Province,Total,2015,25-29,25,"6,097","5,613","11,711"
6,Guadalcanal,Province,Total,2015,30-34,30,"5,277","5,022","10,299"
6,Guadalcanal,Province,Total,2015,35-39,35,"4,328","4,321","8,649"
6,Guadalcanal,Province,Total,2015,40-44,40,"3,679","3,607","7,286"
6,Guadalcanal,Province,Total,2015,45-49,45,"2,687","2,548","5,235"
6,Guadalcanal,Province,Total,2015,50-54,50,"2,033","1,938","3,971"
6,Guadalcanal,Province,Total,2015,55-59,55,"1,441","1,173","2,614"
6,Guadalcanal,Province,Total,2015,60-64,60,"1,027","1,021","2,048"
6,Guadalcanal,Province,Total,2015,65-69,65,688,722,"1,411"
6,Guadalcanal,Province,Total,2015,70-74,70,567,564,"1,132"
6,Guadalcanal,Province,Total,2015,75-79,75,380,326,706
6,Guadalcanal,Province,Total,2015,80+,80,298,251,549
6,Guadalcanal,Province,Total,2016,0-4,0,"9,813","9,190","19,003"
6,Guadalcanal,Province,Total,2016,5-9,5,"8,654","8,168","16,823"
6,Guadalcanal,Province,Total,2016,10-14,10,"7,693","7,246","14,939"
6,Guadalcanal,Province,Total,2016,15-19,15,"6,532","6,231","12,762"
6,Guadalcanal,Province,Total,2016,20-24,20,"5,909","5,758","11,667"
6,Guadalcanal,Province,Total,2016,25-29,25,"6,186","5,781","11,967"
6,Guadalcanal,Province,Total,2016,30-34,30,"5,644","5,311","10,955"
6,Guadalcanal,Province,Total,2016,35-39,35,"4,565","4,532","9,098"
6,Guadalcanal,Province,Total,2016,40-44,40,"3,858","3,817","7,675"
6,Guadalcanal,Province,Total,2016,45-49,45,"2,921","2,794","5,715"
6,Guadalcanal,Province,Total,2016,50-54,50,"2,147","2,046","4,193"
6,Guadalcanal,Province,Total,2016,55-59,55,"1,562","1,329","2,891"
6,Guadalcanal,Province,Total,2016,60-64,60,"1,087","1,016","2,103"
6,Guadalcanal,Province,Total,2016,65-69,65,736,791,"1,527"
6,Guadalcanal,Province,Total,2016,70-74,70,568,570,"1,138"
6,Guadalcanal,Province,Total,2016,75-79,75,401,359,760
6,Guadalcanal,Province,Total,2016,80+,80,312,264,576
6,Guadalcanal,Province,Total,2017,0-4,0,"10,045","9,404","19,449"
6,Guadalcanal,Province,Total,2017,5-9,5,"8,885","8,396","17,281"
6,Guadalcanal,Province,Total,2017,10-14,10,"7,928","7,466","15,394"
6,Guadalcanal,Province,Total,2017,15-19,15,"6,823","6,510","13,333"
6,Guadalcanal,Province,Total,2017,20-24,20,"6,125","5,974","12,099"
6,Guadalcanal,Province,Total,2017,25-29,25,"6,229","5,924","12,154"
6,Guadalcanal,Province,Total,2017,30-34,30,"6,005","5,603","11,608"
6,Guadalcanal,Province,Total,2017,35-39,35,"4,824","4,751","9,575"
6,Guadalcanal,Province,Total,2017,40-44,40,"4,029","4,017","8,046"
6,Guadalcanal,Province,Total,2017,45-49,45,"3,170","3,060","6,230"
6,Guadalcanal,Province,Total,2017,50-54,50,"2,266","2,149","4,415"
6,Guadalcanal,Province,Total,2017,55-59,55,"1,690","1,511","3,201"
6,Guadalcanal,Province,Total,2017,60-64,60,"1,151","1,009","2,160"
6,Guadalcanal,Province,Total,2017,65-69,65,792,866,"1,658"
6,Guadalcanal,Province,Total,2017,70-74,70,568,574,"1,142"
6,Guadalcanal,Province,Total,2017,75-79,75,421,393,814
6,Guadalcanal,Province,Total,2017,80+,80,326,279,605
6,Guadalcanal,Province,Total,2018,0-4,0,"10,265","9,607","19,872"
6,Guadalcanal,Province,Total,2018,5-9,5,"9,135","8,637","17,772"
6,Guadalcanal,Province,Total,2018,10-14,10,"8,139","7,668","15,807"
6,Guadalcanal,Province,Total,2018,15-19,15,"7,115","6,789","13,904"
6,Guadalcanal,Province,Total,2018,20-24,20,"6,361","6,199","12,560"
6,Guadalcanal,Province,Total,2018,25-29,25,"6,277","6,069","12,346"
6,Guadalcanal,Province,Total,2018,30-34,30,"6,326","5,878","12,204"
6,Guadalcanal,Province,Total,2018,35-39,35,"5,106","4,985","10,092"
6,Guadalcanal,Province,Total,2018,40-44,40,"4,208","4,215","8,423"
6,Guadalcanal,Province,Total,2018,45-49,45,"3,413","3,324","6,736"
6,Guadalcanal,Province,Total,2018,50-54,50,"2,404","2,272","4,676"
6,Guadalcanal,Province,Total,2018,55-59,55,"1,818","1,690","3,509"
6,Guadalcanal,Province,Total,2018,60-64,60,"1,223","1,025","2,249"
6,Guadalcanal,Province,Total,2018,65-69,65,851,930,"1,781"
6,Guadalcanal,Province,Total,2018,70-74,70,575,587,"1,162"
6,Guadalcanal,Province,Total,2018,75-79,75,438,423,861
6,Guadalcanal,Province,Total,2018,80+,80,341,296,638
6,Guadalcanal,Province,Total,2019,0-4,0,"10,473","9,799","20,272"
6,Guadalcanal,Province,Total,2019,5-9,5,"9,416","8,895","18,311"
6,Guadalcanal,Province,Total,2019,10-14,10,"8,315","7,851","16,166"
6,Guadalcanal,Province,Total,2019,15-19,15,"7,399","7,058","14,457"
6,Guadalcanal,Province,Total,2019,20-24,20,"6,604","6,429","13,032"
6,Guadalcanal,Province,Total,2019,25-29,25,"6,365","6,234","12,599"
6,Guadalcanal,Province,Total,2019,30-34,30,"6,581","6,127","12,707"
6,Guadalcanal,Province,Total,2019,35-39,35,"5,415","5,238","10,653"
6,Guadalcanal,Province,Total,2019,40-44,40,"4,407","4,419","8,825"
6,Guadalcanal,Province,Total,2019,45-49,45,"3,635","3,569","7,203"
6,Guadalcanal,Province,Total,2019,50-54,50,"2,568","2,434","5,002"
6,Guadalcanal,Province,Total,2019,55-59,55,"1,941","1,847","3,788"
6,Guadalcanal,Province,Total,2019,60-64,60,"1,309","1,082","2,391"
6,Guadalcanal,Province,Total,2019,65-69,65,909,974,"1,882"
6,Guadalcanal,Province,Total,2019,70-74,70,592,614,"1,206"
6,Guadalcanal,Province,Total,2019,75-79,75,448,446,894
6,Guadalcanal,Province,Total,2019,80+,80,359,318,677
6,Guadalcanal,Province,Total,2020,0-4,0,"10,674","9,983","20,658"
6,Guadalcanal,Province,Total,2020,5-9,5,"9,676","9,136","18,812"
6,Guadalcanal,Province,Total,2020,10-14,10,"8,514","8,053","16,567"
6,Guadalcanal,Province,Total,2020,15-19,15,"7,670","7,312","14,982"
6,Guadalcanal,Province,Total,2020,20-24,20,"6,859","6,673","13,532"
6,Guadalcanal,Province,Total,2020,25-29,25,"6,504","6,420","12,924"
6,Guadalcanal,Province,Total,2020,30-34,30,"6,750","6,334","13,084"
6,Guadalcanal,Province,Total,2020,35-39,35,"5,755","5,512","11,267"
6,Guadalcanal,Province,Total,2020,40-44,40,"4,626","4,626","9,252"
